id,parent,label,value
Animalia/Arthropoda/Insecta/Coleoptera/Gyrinidae/Orectochilus,Animalia/Arthropoda/Insecta/Coleoptera/Gyrinidae,Orectochilus,10
Animalia/Arthropoda/Insecta/Coleoptera/Gyrinidae/Orectochilus/villosus,Animalia/Arthropoda/Insecta/Coleoptera/Gyrinidae/Orectochilus,villosus,10
Animalia/Arthropoda/Insecta/Hemiptera,Animalia/Arthropoda/Insecta,Hemiptera,90
Animalia/Arthropoda/Insecta/Hemiptera/Cicadellidae,Animalia/Arthropoda/Insecta/Hemiptera,Cicadellidae,20
Animalia/Arthropoda/Insecta/Hemiptera/Cicadellidae/Scaphoideus,Animalia/Arthropoda/Insecta/Hemiptera/Cicadellidae,Scaphoideus,10
Animalia/Arthropoda/Insecta/Hemiptera/Cicadellidae/Scaphoideus/luteolus,Animalia/Arthropoda/Insecta/Hemiptera/Cicadellidae/Scaphoideus,luteolus,10
Animalia/Arthropoda/Insecta/Hemiptera/Cicadellidae/Scaphytopius,Animalia/Arthropoda/Insecta/Hemiptera/Cicadellidae,Scaphytopius,10
Animalia/Arthropoda/Insecta/Hemiptera/Cicadellidae/Scaphytopius/magdalensis,Animalia/Arthropoda/Insecta/Hemiptera/Cicadellidae/Scaphytopius,magdalensis,10
Animalia/Arthropoda/Insecta/Hemiptera/Membracidae,Animalia/Arthropoda/Insecta/Hemiptera,Membracidae,10
Animalia/Arthropoda/Insecta/Hemiptera/Membracidae/Carynota,Animalia/Arthropoda/Insecta/Hemiptera/Membracidae,Carynota,10
Animalia/Arthropoda/Insecta/Hemiptera/Membracidae/Carynota/stupida,Animalia/Arthropoda/Insecta/Hemiptera/Membracidae/Carynota,stupida,10
Animalia/Arthropoda/Insecta/Hemiptera/Diaspididae,Animalia/Arthropoda/Insecta/Hemiptera,Diaspididae,10
Animalia/Arthropoda/Insecta/Hemiptera/Diaspididae/Ischnaspis,Animalia/Arthropoda/Insecta/Hemiptera/Diaspididae,Ischnaspis,10
Animalia/Arthropoda/Insecta/Hemiptera/Diaspididae/Ischnaspis/longirostris,Animalia/Arthropoda/Insecta/Hemiptera/Diaspididae/Ischnaspis,longirostris,10
Animalia/Arthropoda/Insecta/Hemiptera/Cicadidae,Animalia/Arthropoda/Insecta/Hemiptera,Cicadidae,10
Animalia/Arthropoda/Insecta/Hemiptera/Cicadidae/Limnopsalta,Animalia/Arthropoda/Insecta/Hemiptera/Cicadidae,Limnopsalta,10
Animalia/Arthropoda/Insecta/Hemiptera/Cicadidae/Limnopsalta/stradbrokensis,Animalia/Arthropoda/Insecta/Hemiptera/Cicadidae/Limnopsalta,stradbrokensis,10
Animalia/Arthropoda/Insecta/Hemiptera/Nabidae,Animalia/Arthropoda/Insecta/Hemiptera,Nabidae,10
Animalia/Arthropoda/Insecta/Hemiptera/Nabidae/Nabis,Animalia/Arthropoda/Insecta/Hemiptera/Nabidae,Nabis,10
Animalia/Arthropoda/Insecta/Hemiptera/Nabidae/Nabis/propinquus,Animalia/Arthropoda/Insecta/Hemiptera/Nabidae/Nabis,propinquus,10
Animalia/Arthropoda/Insecta/Hemiptera/Aphrophoridae,Animalia/Arthropoda/Insecta/Hemiptera,Aphrophoridae,10
Animalia/Arthropoda/Insecta/Hemiptera/Aphrophoridae/Philaenarcys,Animalia/Arthropoda/Insecta/Hemiptera/Aphrophoridae,Philaenarcys,10
Animalia/Arthropoda/Insecta/Hemiptera/Aphrophoridae/Philaenarcys/killa,Animalia/Arthropoda/Insecta/Hemiptera/Aphrophoridae/Philaenarcys,killa,10
Animalia/Arthropoda/Insecta/Hemiptera/Nepidae,Animalia/Arthropoda/Insecta/Hemiptera,Nepidae,10
Animalia/Arthropoda/Insecta/Hemiptera/Nepidae/Ranatra,Animalia/Arthropoda/Insecta/Hemiptera/Nepidae,Ranatra,10
Animalia/Arthropoda/Insecta/Hemiptera/Nepidae/Ranatra/brevicollis,Animalia/Arthropoda/Insecta/Hemiptera/Nepidae/Ranatra,brevicollis,10
Animalia/Arthropoda/Insecta/Hemiptera/Psyllidae,Animalia/Arthropoda/Insecta/Hemiptera,Psyllidae,10
Animalia/Arthropoda/Insecta/Hemiptera/Psyllidae/Retroacizzia,Animalia/Arthropoda/Insecta/Hemiptera/Psyllidae,Retroacizzia,10
Animalia/Arthropoda/Insecta/Hemiptera/Psyllidae/Retroacizzia/mopanei,Animalia/Arthropoda/Insecta/Hemiptera/Psyllidae/Retroacizzia,mopanei,10
Animalia/Arthropoda/Insecta/Orthoptera,Animalia/Arthropoda/Insecta,Orthoptera,60
Animalia/Arthropoda/Insecta/Orthoptera/Tettigoniidae,Animalia/Arthropoda/Insecta/Orthoptera,Tettigoniidae,30
Animalia/Arthropoda/Insecta/Orthoptera/Tettigoniidae/Beiericolya,Animalia/Arthropoda/Insecta/Orthoptera/Tettigoniidae,Beiericolya,10
Animalia/Arthropoda/Insecta/Orthoptera/Tettigoniidae/Beiericolya/tardipes,Animalia/Arthropoda/Insecta/Orthoptera/Tettigoniidae/Beiericolya,tardipes,10
Animalia/Arthropoda/Insecta/Orthoptera/Tettigoniidae/Brinckiella,Animalia/Arthropoda/Insecta/Orthoptera/Tettigoniidae,Brinckiella,10
Animalia/Arthropoda/Insecta/Orthoptera/Tettigoniidae/Brinckiella/wilsoni,Animalia/Arthropoda/Insecta/Orthoptera/Tettigoniidae/Brinckiella,wilsoni,10
Animalia/Arthropoda/Insecta/Orthoptera/Tettigoniidae/Psorodonotus,Animalia/Arthropoda/Insecta/Orthoptera/Tettigoniidae,Psorodonotus,10
Animalia/Arthropoda/Insecta/Orthoptera/Tettigoniidae/Psorodonotus/illyricus,Animalia/Arthropoda/Insecta/Orthoptera/Tettigoniidae/Psorodonotus,illyricus,10
Animalia/Arthropoda/Insecta/Orthoptera/Acrididae,Animalia/Arthropoda/Insecta/Orthoptera,Acrididae,10
Animalia/Arthropoda/Insecta/Orthoptera/Acrididae/Dichroplus,Animalia/Arthropoda/Insecta/Orthoptera/Acrididae,Dichroplus,10
Animalia/Arthropoda/Insecta/Orthoptera/Acrididae/Dichroplus/notatus,Animalia/Arthropoda/Insecta/Orthoptera/Acrididae/Dichroplus,notatus,10
Animalia/Arthropoda/Insecta/Orthoptera/Gryllidae,Animalia/Arthropoda/Insecta/Orthoptera,Gryllidae,10
Animalia/Arthropoda/Insecta/Orthoptera/Gryllidae/Gryllus,Animalia/Arthropoda/Insecta/Orthoptera/Gryllidae,Gryllus,10
Animalia/Arthropoda/Insecta/Orthoptera/Gryllidae/Gryllus/multipulsator,Animalia/Arthropoda/Insecta/Orthoptera/Gryllidae/Gryllus,multipulsator,10
Animalia/Arthropoda/Insecta/Orthoptera/Pyrgomorphidae,Animalia/Arthropoda/Insecta/Orthoptera,Pyrgomorphidae,10
Animalia/Arthropoda/Insecta/Orthoptera/Pyrgomorphidae/Monistria,Animalia/Arthropoda/Insecta/Orthoptera/Pyrgomorphidae,Monistria,10
Animalia/Arthropoda/Insecta/Orthoptera/Pyrgomorphidae/Monistria/latevittata,Animalia/Arthropoda/Insecta/Orthoptera/Pyrgomorphidae/Monistria,latevittata,10
Animalia/Arthropoda/Insecta/Odonata,Animalia/Arthropoda/Insecta,Odonata,60
Animalia/Arthropoda/Insecta/Odonata/Coenagrionidae,Animalia/Arthropoda/Insecta/Odonata,Coenagrionidae,20
Animalia/Arthropoda/Insecta/Odonata/Coenagrionidae/Protoneura,Animalia/Arthropoda/Insecta/Odonata/Coenagrionidae,Protoneura,10
Animalia/Arthropoda/Insecta/Odonata/Coenagrionidae/Protoneura/sulfurata,Animalia/Arthropoda/Insecta/Odonata/Coenagrionidae/Protoneura,sulfurata,10
Animalia/Arthropoda/Insecta/Odonata/Coenagrionidae/Pseudagrion,Animalia/Arthropoda/Insecta/Odonata/Coenagrionidae,Pseudagrion,10
Animalia/Arthropoda/Insecta/Odonata/Coenagrionidae/Pseudagrion/nigrofasciatum,Animalia/Arthropoda/Insecta/Odonata/Coenagrionidae/Pseudagrion,nigrofasciatum,10
Animalia/Arthropoda/Insecta/Odonata/Libellulidae,Animalia/Arthropoda/Insecta/Odonata,Libellulidae,10
Animalia/Arthropoda/Insecta/Odonata/Libellulidae/Bradinopyga,Animalia/Arthropoda/Insecta/Odonata/Libellulidae,Bradinopyga,10
Animalia/Arthropoda/Insecta/Odonata/Libellulidae/Bradinopyga/konkanensis,Animalia/Arthropoda/Insecta/Odonata/Libellulidae/Bradinopyga,konkanensis,10
Animalia/Arthropoda/Insecta/Odonata/Lestidae,Animalia/Arthropoda/Insecta/Odonata,Lestidae,10
Animalia/Arthropoda/Insecta/Odonata/Lestidae/Lestes,Animalia/Arthropoda/Insecta/Odonata/Lestidae,Lestes,10
Animalia/Arthropoda/Insecta/Odonata/Lestidae/Lestes/dissimulans,Animalia/Arthropoda/Insecta/Odonata/Lestidae/Lestes,dissimulans,10
Animalia/Arthropoda/Insecta/Odonata/nan,Animalia/Arthropoda/Insecta/Odonata,,10
Animalia/Arthropoda/Insecta/Odonata/nan/Pseudocordulia,Animalia/Arthropoda/Insecta/Odonata/nan,Pseudocordulia,10
Animalia/Arthropoda/Insecta/Odonata/nan/Pseudocordulia/circularis,Animalia/Arthropoda/Insecta/Odonata/nan/Pseudocordulia,circularis,10
Animalia/Arthropoda/Insecta/Odonata/Calopterygidae,Animalia/Arthropoda/Insecta/Odonata,Calopterygidae,10
Animalia/Arthropoda/Insecta/Odonata/Calopterygidae/Vestalis,Animalia/Arthropoda/Insecta/Odonata/Calopterygidae,Vestalis,10
Animalia/Arthropoda/Insecta/Odonata/Calopterygidae/Vestalis/amoena,Animalia/Arthropoda/Insecta/Odonata/Calopterygidae/Vestalis,amoena,10
Animalia/Arthropoda/Insecta/Diptera,Animalia/Arthropoda/Insecta,Diptera,40
Animalia/Arthropoda/Insecta/Diptera/Syrphidae,Animalia/Arthropoda/Insecta/Diptera,Syrphidae,10
Animalia/Arthropoda/Insecta/Diptera/Syrphidae/Brachyopa,Animalia/Arthropoda/Insecta/Diptera/Syrphidae,Brachyopa,10
Animalia/Arthropoda/Insecta/Diptera/Syrphidae/Brachyopa/notata,Animalia/Arthropoda/Insecta/Diptera/Syrphidae/Brachyopa,notata,10
Animalia/Arthropoda/Insecta/Diptera/Anthomyiidae,Animalia/Arthropoda/Insecta/Diptera,Anthomyiidae,10
Animalia/Arthropoda/Insecta/Diptera/Anthomyiidae/Pegomya,Animalia/Arthropoda/Insecta/Diptera/Anthomyiidae,Pegomya,10
Animalia/Arthropoda/Insecta/Diptera/Anthomyiidae/Pegomya/hyoscyami,Animalia/Arthropoda/Insecta/Diptera/Anthomyiidae/Pegomya,hyoscyami,10
Animalia/Arthropoda/Insecta/Diptera/Bombyliidae,Animalia/Arthropoda/Insecta/Diptera,Bombyliidae,10
Animalia/Arthropoda/Insecta/Diptera/Bombyliidae/Phthiria,Animalia/Arthropoda/Insecta/Diptera/Bombyliidae,Phthiria,10
Animalia/Arthropoda/Insecta/Diptera/Bombyliidae/Phthiria/pulicaria,Animalia/Arthropoda/Insecta/Diptera/Bombyliidae/Phthiria,pulicaria,10
Animalia/Arthropoda/Insecta/Diptera/Tephritidae,Animalia/Arthropoda/Insecta/Diptera,Tephritidae,10
Animalia/Arthropoda/Insecta/Diptera/Tephritidae/Terellia,Animalia/Arthropoda/Insecta/Diptera/Tephritidae,Terellia,10
Animalia/Arthropoda/Insecta/Diptera/Tephritidae/Terellia/longicauda,Animalia/Arthropoda/Insecta/Diptera/Tephritidae/Terellia,longicauda,10
Animalia/Arthropoda/Insecta/Trichoptera,Animalia/Arthropoda/Insecta,Trichoptera,10
Animalia/Arthropoda/Insecta/Trichoptera/Uenoidae,Animalia/Arthropoda/Insecta/Trichoptera,Uenoidae,10
Animalia/Arthropoda/Insecta/Trichoptera/Uenoidae/Neophylax,Animalia/Arthropoda/Insecta/Trichoptera/Uenoidae,Neophylax,10
Animalia/Arthropoda/Insecta/Trichoptera/Uenoidae/Neophylax/oligius,Animalia/Arthropoda/Insecta/Trichoptera/Uenoidae/Neophylax,oligius,10
Animalia/Arthropoda/Insecta/Mantodea,Animalia/Arthropoda/Insecta,Mantodea,10
Animalia/Arthropoda/Insecta/Mantodea/Nanomantidae,Animalia/Arthropoda/Insecta/Mantodea,Nanomantidae,10
Animalia/Arthropoda/Insecta/Mantodea/Nanomantidae/Nilomantis,Animalia/Arthropoda/Insecta/Mantodea/Nanomantidae,Nilomantis,10
Animalia/Arthropoda/Insecta/Mantodea/Nanomantidae/Nilomantis/floweri,Animalia/Arthropoda/Insecta/Mantodea/Nanomantidae/Nilomantis,floweri,10
Animalia/Chordata,Animalia,Chordata,1000
Animalia/Chordata/Aves,Animalia/Chordata,Aves,1000
Animalia/Chordata/Aves/Passeriformes,Animalia/Chordata/Aves,Passeriformes,530
Animalia/Chordata/Aves/Passeriformes/Nectariniidae,Animalia/Chordata/Aves/Passeriformes,Nectariniidae,30
Animalia/Chordata/Aves/Passeriformes/Nectariniidae/Aethopyga,Animalia/Chordata/Aves/Passeriformes/Nectariniidae,Aethopyga,10
Animalia/Chordata/Aves/Passeriformes/Nectariniidae/Aethopyga/shelleyi,Animalia/Chordata/Aves/Passeriformes/Nectariniidae/Aethopyga,shelleyi,10
Animalia/Chordata/Aves/Passeriformes/Nectariniidae/Arachnothera,Animalia/Chordata/Aves/Passeriformes/Nectariniidae,Arachnothera,10
Animalia/Chordata/Aves/Passeriformes/Nectariniidae/Arachnothera/clarae,Animalia/Chordata/Aves/Passeriformes/Nectariniidae/Arachnothera,clarae,10
Animalia/Chordata/Aves/Passeriformes/Nectariniidae/Cinnyris,Animalia/Chordata/Aves/Passeriformes/Nectariniidae,Cinnyris,10
Animalia/Chordata/Aves/Passeriformes/Nectariniidae/Cinnyris/lotenius,Animalia/Chordata/Aves/Passeriformes/Nectariniidae/Cinnyris,lotenius,10
Animalia/Chordata/Aves/Passeriformes/Turdidae,Animalia/Chordata/Aves/Passeriformes,Turdidae,30
Animalia/Chordata/Aves/Passeriformes/Turdidae/Entomodestes,Animalia/Chordata/Aves/Passeriformes/Turdidae,Entomodestes,10
Animalia/Chordata/Aves/Passeriformes/Turdidae/Entomodestes/leucotis,Animalia/Chordata/Aves/Passeriformes/Turdidae/Entomodestes,leucotis,10
Animalia/Chordata/Aves/Passeriformes/Turdidae/Neocossyphus,Animalia/Chordata/Aves/Passeriformes/Turdidae,Neocossyphus,10
Animalia/Chordata/Aves/Passeriformes/Turdidae/Neocossyphus/rufus,Animalia/Chordata/Aves/Passeriformes/Turdidae/Neocossyphus,rufus,10
Animalia/Chordata/Aves/Passeriformes/Turdidae/Turdus,Animalia/Chordata/Aves/Passeriformes/Turdidae,Turdus,10
Animalia/Chordata/Aves/Passeriformes/Turdidae/Turdus/maranonicus,Animalia/Chordata/Aves/Passeriformes/Turdidae/Turdus,maranonicus,10
Animalia/Chordata/Aves/Passeriformes/Passerellidae,Animalia/Chordata/Aves/Passeriformes,Passerellidae,30
Animalia/Chordata/Aves/Passeriformes/Passerellidae/Junco,Animalia/Chordata/Aves/Passeriformes/Passerellidae,Junco,10
Animalia/Chordata/Aves/Passeriformes/Passerellidae/Junco/hyemalis,Animalia/Chordata/Aves/Passeriformes/Passerellidae/Junco,hyemalis,10
Animalia/Chordata/Aves/Passeriformes/Passerellidae/Pipilo,Animalia/Chordata/Aves/Passeriformes/Passerellidae,Pipilo,10
Animalia/Chordata/Aves/Passeriformes/Passerellidae/Pipilo/maculatus,Animalia/Chordata/Aves/Passeriformes/Passerellidae/Pipilo,maculatus,10
Animalia/Chordata/Aves/Passeriformes/Passerellidae/Pooecetes,Animalia/Chordata/Aves/Passeriformes/Passerellidae,Pooecetes,10
Animalia/Chordata/Aves/Passeriformes/Passerellidae/Pooecetes/gramineus,Animalia/Chordata/Aves/Passeriformes/Passerellidae/Pooecetes,gramineus,10
Animalia/Chordata/Aves/Passeriformes/Acrocephalidae,Animalia/Chordata/Aves/Passeriformes,Acrocephalidae,20
Animalia/Chordata/Aves/Passeriformes/Acrocephalidae/Acrocephalus,Animalia/Chordata/Aves/Passeriformes/Acrocephalidae,Acrocephalus,20
Animalia/Chordata/Aves/Passeriformes/Acrocephalidae/Acrocephalus/australis,Animalia/Chordata/Aves/Passeriformes/Acrocephalidae/Acrocephalus,australis,10
Animalia/Chordata/Aves/Passeriformes/Acrocephalidae/Acrocephalus/rodericanus,Animalia/Chordata/Aves/Passeriformes/Acrocephalidae/Acrocephalus,rodericanus,10
Animalia/Chordata/Aves/Passeriformes/Muscicapidae,Animalia/Chordata/Aves/Passeriformes,Muscicapidae,20
Animalia/Chordata/Aves/Passeriformes/Muscicapidae/Brachypteryx,Animalia/Chordata/Aves/Passeriformes/Muscicapidae,Brachypteryx,10
Animalia/Chordata/Aves/Passeriformes/Muscicapidae/Brachypteryx/goodfellowi,Animalia/Chordata/Aves/Passeriformes/Muscicapidae/Brachypteryx,goodfellowi,10
Animalia/Chordata/Aves/Passeriformes/Muscicapidae/Ficedula,Animalia/Chordata/Aves/Passeriformes/Muscicapidae,Ficedula,10
Animalia/Chordata/Aves/Passeriformes/Muscicapidae/Ficedula/sapphira,Animalia/Chordata/Aves/Passeriformes/Muscicapidae/Ficedula,sapphira,10
Animalia/Chordata/Aves/Passeriformes/Furnariidae,Animalia/Chordata/Aves/Passeriformes,Furnariidae,20
Animalia/Chordata/Aves/Passeriformes/Furnariidae/Cinclodes,Animalia/Chordata/Aves/Passeriformes/Furnariidae,Cinclodes,10
Animalia/Chordata/Aves/Passeriformes/Furnariidae/Cinclodes/pabsti,Animalia/Chordata/Aves/Passeriformes/Furnariidae/Cinclodes,pabsti,10
Animalia/Chordata/Aves/Passeriformes/Furnariidae/Phacellodomus,Animalia/Chordata/Aves/Passeriformes/Furnariidae,Phacellodomus,10
Animalia/Chordata/Aves/Passeriformes/Furnariidae/Phacellodomus/maculipectus,Animalia/Chordata/Aves/Passeriformes/Furnariidae/Phacellodomus,maculipectus,10
Animalia/Chordata/Aves/Passeriformes/Thraupidae,Animalia/Chordata/Aves/Passeriformes,Thraupidae,20
Animalia/Chordata/Aves/Passeriformes/Thraupidae/Dacnis,Animalia/Chordata/Aves/Passeriformes/Thraupidae,Dacnis,10
Animalia/Chordata/Aves/Passeriformes/Thraupidae/Dacnis/berlepschi,Animalia/Chordata/Aves/Passeriformes/Thraupidae/Dacnis,berlepschi,10
Animalia/Chordata/Aves/Passeriformes/Thraupidae/Piezorina,Animalia/Chordata/Aves/Passeriformes/Thraupidae,Piezorina,10
Animalia/Chordata/Aves/Passeriformes/Thraupidae/Piezorina/cinerea,Animalia/Chordata/Aves/Passeriformes/Thraupidae/Piezorina,cinerea,10
Animalia/Chordata/Aves/Passeriformes/Emberizidae,Animalia/Chordata/Aves/Passeriformes,Emberizidae,20
Animalia/Chordata/Aves/Passeriformes/Emberizidae/Emberiza,Animalia/Chordata/Aves/Passeriformes/Emberizidae,Emberiza,20
Animalia/Chordata/Aves/Passeriformes/Emberizidae/Emberiza/flaviventris,Animalia/Chordata/Aves/Passeriformes/Emberizidae/Emberiza,flaviventris,10
Animalia/Chordata/Aves/Passeriformes/Emberizidae/Emberiza/siemsseni,Animalia/Chordata/Aves/Passeriformes/Emberizidae/Emberiza,siemsseni,10
Animalia/Chordata/Aves/Passeriformes/Parulidae,Animalia/Chordata/Aves/Passeriformes,Parulidae,20
Animalia/Chordata/Aves/Passeriformes/Parulidae/Myiothlypis,Animalia/Chordata/Aves/Passeriformes/Parulidae,Myiothlypis,10
Animalia/Chordata/Aves/Passeriformes/Parulidae/Myiothlypis/cinereicollis,Animalia/Chordata/Aves/Passeriformes/Parulidae/Myiothlypis,cinereicollis,10
Animalia/Chordata/Aves/Passeriformes/Parulidae/Setophaga,Animalia/Chordata/Aves/Passeriformes/Parulidae,Setophaga,10
Animalia/Chordata/Aves/Passeriformes/Parulidae/Setophaga/vitellina,Animalia/Chordata/Aves/Passeriformes/Parulidae/Setophaga,vitellina,10
Animalia/Chordata/Aves/Passeriformes/Paridae,Animalia/Chordata/Aves/Passeriformes,Paridae,20
Animalia/Chordata/Aves/Passeriformes/Paridae/Periparus,Animalia/Chordata/Aves/Passeriformes/Paridae,Periparus,20
Animalia/Chordata/Aves/Passeriformes/Paridae/Periparus/amabilis,Animalia/Chordata/Aves/Passeriformes/Paridae/Periparus,amabilis,10
Animalia/Chordata/Aves/Passeriformes/Paridae/Periparus/ater,Animalia/Chordata/Aves/Passeriformes/Paridae/Periparus,ater,10
Animalia/Chordata/Aves/Passeriformes/Ploceidae,Animalia/Chordata/Aves/Passeriformes,Ploceidae,20
Animalia/Chordata/Aves/Passeriformes/Ploceidae/Plocepasser,Animalia/Chordata/Aves/Passeriformes/Ploceidae,Plocepasser,10
Animalia/Chordata/Aves/Passeriformes/Ploceidae/Plocepasser/mahali,Animalia/Chordata/Aves/Passeriformes/Ploceidae/Plocepasser,mahali,10
Animalia/Chordata/Aves/Passeriformes/Ploceidae/Ploceus,Animalia/Chordata/Aves/Passeriformes/Ploceidae,Ploceus,10
Animalia/Chordata/Aves/Passeriformes/Ploceidae/Ploceus/albinucha,Animalia/Chordata/Aves/Passeriformes/Ploceidae/Ploceus,albinucha,10
Animalia/Chordata/Aves/Passeriformes/Motacillidae,Animalia/Chordata/Aves/Passeriformes,Motacillidae,10
Animalia/Chordata/Aves/Passeriformes/Motacillidae/Anthus,Animalia/Chordata/Aves/Passeriformes/Motacillidae,Anthus,10
Animalia/Chordata/Aves/Passeriformes/Motacillidae/Anthus/melindae,Animalia/Chordata/Aves/Passeriformes/Motacillidae/Anthus,melindae,10
Animalia/Chordata/Aves/Passeriformes/Pycnonotidae,Animalia/Chordata/Aves/Passeriformes,Pycnonotidae,10
Animalia/Chordata/Aves/Passeriformes/Pycnonotidae/Arizelocichla,Animalia/Chordata/Aves/Passeriformes/Pycnonotidae,Arizelocichla,10
Animalia/Chordata/Aves/Passeriformes/Pycnonotidae/Arizelocichla/masukuensis,Animalia/Chordata/Aves/Passeriformes/Pycnonotidae/Arizelocichla,masukuensis,10
Animalia/Chordata/Aves/Passeriformes/Artamidae,Animalia/Chordata/Aves/Passeriformes,Artamidae,10
Animalia/Chordata/Aves/Passeriformes/Artamidae/Artamus,Animalia/Chordata/Aves/Passeriformes/Artamidae,Artamus,10
Animalia/Chordata/Aves/Passeriformes/Artamidae/Artamus/maximus,Animalia/Chordata/Aves/Passeriformes/Artamidae/Artamus,maximus,10
Animalia/Chordata/Aves/Passeriformes/Paradoxornithidae,Animalia/Chordata/Aves/Passeriformes,Paradoxornithidae,10
Animalia/Chordata/Aves/Passeriformes/Paradoxornithidae/Calamornis,Animalia/Chordata/Aves/Passeriformes/Paradoxornithidae,Calamornis,10
Animalia/Chordata/Aves/Passeriformes/Paradoxornithidae/Calamornis/heudei,Animalia/Chordata/Aves/Passeriformes/Paradoxornithidae/Calamornis,heudei,10
Animalia/Chordata/Aves/Passeriformes/Pipridae,Animalia/Chordata/Aves/Passeriformes,Pipridae,10
Animalia/Chordata/Aves/Passeriformes/Pipridae/Ceratopipra,Animalia/Chordata/Aves/Passeriformes/Pipridae,Ceratopipra,10
Animalia/Chordata/Aves/Passeriformes/Pipridae/Ceratopipra/chloromeros,Animalia/Chordata/Aves/Passeriformes/Pipridae/Ceratopipra,chloromeros,10
Animalia/Chordata/Aves/Passeriformes/Cinclosomatidae,Animalia/Chordata/Aves/Passeriformes,Cinclosomatidae,10
Animalia/Chordata/Aves/Passeriformes/Cinclosomatidae/Cinclosoma,Animalia/Chordata/Aves/Passeriformes/Cinclosomatidae,Cinclosoma,10
Animalia/Chordata/Aves/Passeriformes/Cinclosomatidae/Cinclosoma/alisteri,Animalia/Chordata/Aves/Passeriformes/Cinclosomatidae/Cinclosoma,alisteri,10
Animalia/Chordata/Aves/Passeriformes/Cinclidae,Animalia/Chordata/Aves/Passeriformes,Cinclidae,10
Animalia/Chordata/Aves/Passeriformes/Cinclidae/Cinclus,Animalia/Chordata/Aves/Passeriformes/Cinclidae,Cinclus,10
Animalia/Chordata/Aves/Passeriformes/Cinclidae/Cinclus/cinclus,Animalia/Chordata/Aves/Passeriformes/Cinclidae/Cinclus,cinclus,10
Animalia/Chordata/Aves/Passeriformes/Cisticolidae,Animalia/Chordata/Aves/Passeriformes,Cisticolidae,10
Animalia/Chordata/Aves/Passeriformes/Cisticolidae/Cisticola,Animalia/Chordata/Aves/Passeriformes/Cisticolidae,Cisticola,10
Animalia/Chordata/Aves/Passeriformes/Cisticolidae/Cisticola/njombe,Animalia/Chordata/Aves/Passeriformes/Cisticolidae/Cisticola,njombe,10
Animalia/Chordata/Aves/Passeriformes/Corvidae,Animalia/Chordata/Aves/Passeriformes,Corvidae,10
Animalia/Chordata/Aves/Passeriformes/Corvidae/Cyanocitta,Animalia/Chordata/Aves/Passeriformes/Corvidae,Cyanocitta,10
Animalia/Chordata/Aves/Passeriformes/Corvidae/Cyanocitta/stelleri,Animalia/Chordata/Aves/Passeriformes/Corvidae/Cyanocitta,stelleri,10
Animalia/Chordata/Aves/Passeriformes/Dicaeidae,Animalia/Chordata/Aves/Passeriformes,Dicaeidae,10
Animalia/Chordata/Aves/Passeriformes/Dicaeidae/Dicaeum,Animalia/Chordata/Aves/Passeriformes/Dicaeidae,Dicaeum,10
Animalia/Chordata/Aves/Passeriformes/Dicaeidae/Dicaeum/pygmaeum,Animalia/Chordata/Aves/Passeriformes/Dicaeidae/Dicaeum,pygmaeum,10
Animalia/Chordata/Aves/Passeriformes/Paradisaeidae,Animalia/Chordata/Aves/Passeriformes,Paradisaeidae,10
Animalia/Chordata/Aves/Passeriformes/Paradisaeidae/Epimachus,Animalia/Chordata/Aves/Passeriformes/Paradisaeidae,Epimachus,10
Animalia/Chordata/Aves/Passeriformes/Paradisaeidae/Epimachus/fastosus,Animalia/Chordata/Aves/Passeriformes/Paradisaeidae/Epimachus,fastosus,10
Animalia/Chordata/Aves/Passeriformes/Estrildidae,Animalia/Chordata/Aves/Passeriformes,Estrildidae,10
Animalia/Chordata/Aves/Passeriformes/Estrildidae/Estrilda,Animalia/Chordata/Aves/Passeriformes/Estrildidae,Estrilda,10
Animalia/Chordata/Aves/Passeriformes/Estrildidae/Estrilda/kandti,Animalia/Chordata/Aves/Passeriformes/Estrildidae/Estrilda,kandti,10
Animalia/Chordata/Aves/Passeriformes/Cotingidae,Animalia/Chordata/Aves/Passeriformes,Cotingidae,10
Animalia/Chordata/Aves/Passeriformes/Cotingidae/Haematoderus,Animalia/Chordata/Aves/Passeriformes/Cotingidae,Haematoderus,10
Animalia/Chordata/Aves/Passeriformes/Cotingidae/Haematoderus/militaris,Animalia/Chordata/Aves/Passeriformes/Cotingidae/Haematoderus,militaris,10
Animalia/Chordata/Aves/Passeriformes/Grallariidae,Animalia/Chordata/Aves/Passeriformes,Grallariidae,10
Animalia/Chordata/Aves/Passeriformes/Grallariidae/Hylopezus,Animalia/Chordata/Aves/Passeriformes/Grallariidae,Hylopezus,10
Animalia/Chordata/Aves/Passeriformes/Grallariidae/Hylopezus/auricularis,Animalia/Chordata/Aves/Passeriformes/Grallariidae/Hylopezus,auricularis,10
Animalia/Chordata/Aves/Passeriformes/Laniidae,Animalia/Chordata/Aves/Passeriformes,Laniidae,10
Animalia/Chordata/Aves/Passeriformes/Laniidae/Lanius,Animalia/Chordata/Aves/Passeriformes/Laniidae,Lanius,10
Animalia/Chordata/Aves/Passeriformes/Laniidae/Lanius/ludovicianus,Animalia/Chordata/Aves/Passeriformes/Laniidae/Lanius,ludovicianus,10
Animalia/Chordata/Aves/Passeriformes/Aegithalidae,Animalia/Chordata/Aves/Passeriformes,Aegithalidae,10
