,0,1,# of Shots 8,Example Paths 8,Example Categories 8,# of Shots 4,Example Paths 4,Example Categories 4,# of Shots 2,Example Paths 2,Example Categories 2,# of Shots 1,Example Paths 1,Example Categories 1,# of Shots 0,Example Paths 0,Example Categories 0
25,data/Soybean Seeds/Broken/554.jpg,Broken,Skin-damaged,"['data/Soybean Seeds/Spotted/532.jpg', 'data/Soybean Seeds/Spotted/876.jpg', 'data/Soybean Seeds/Immature/701.jpg', 'data/Soybean Seeds/Skin-damaged/414.jpg', 'data/Soybean Seeds/Broken/939.jpg', 'data/Soybean Seeds/Spotted/706.jpg', 'data/Soybean Seeds/Broken/136.jpg', 'data/Soybean Seeds/Skin-damaged/147.jpg']","['Spotted', 'Spotted', 'Immature', 'Skin-damaged', 'Broken', 'Spotted', 'Broken', 'Skin-damaged']",Broken,"['data/Soybean Seeds/Immature/1065.jpg', 'data/Soybean Seeds/Broken/333.jpg', 'data/Soybean Seeds/Immature/441.jpg', 'data/Soybean Seeds/Skin-damaged/147.jpg']","['Immature', 'Broken', 'Immature', 'Skin-damaged']",Skin-damaged,"['data/Soybean Seeds/Spotted/894.jpg', 'data/Soybean Seeds/Skin-damaged/196.jpg']","['Spotted', 'Skin-damaged']",Intact,['data/Soybean Seeds/Immature/1084.jpg'],['Immature'],Skin-damaged,[],[]
26,data/Soybean Seeds/Intact/1008.jpg,Intact,,"['data/Soybean Seeds/Intact/407.jpg', 'data/Soybean Seeds/Immature/414.jpg', 'data/Soybean Seeds/Immature/875.jpg', 'data/Soybean Seeds/Broken/876.jpg', 'data/Soybean Seeds/Immature/741.jpg', 'data/Soybean Seeds/Skin-damaged/926.jpg', 'data/Soybean Seeds/Broken/84.jpg', 'data/Soybean Seeds/Spotted/528.jpg']","['Intact', 'Immature', 'Immature', 'Broken', 'Immature', 'Skin-damaged', 'Broken', 'Spotted']",Immature,"['data/Soybean Seeds/Intact/1125.jpg', 'data/Soybean Seeds/Broken/138.jpg', 'data/Soybean Seeds/Immature/1094.jpg', 'data/Soybean Seeds/Intact/403.jpg']","['Intact', 'Broken', 'Immature', 'Intact']",,"['data/Soybean Seeds/Spotted/157.jpg', 'data/Soybean Seeds/Intact/699.jpg']","['Spotted', 'Intact']",,['data/Soybean Seeds/Spotted/167.jpg'],['Spotted'],Immature,[],[]
27,data/Soybean Seeds/Spotted/8.jpg,Spotted,Spotted,"['data/Soybean Seeds/Broken/738.jpg', 'data/Soybean Seeds/Immature/621.jpg', 'data/Soybean Seeds/Spotted/157.jpg', 'data/Soybean Seeds/Intact/192.jpg', 'data/Soybean Seeds/Broken/331.jpg', 'data/Soybean Seeds/Spotted/262.jpg', 'data/Soybean Seeds/Spotted/887.jpg', 'data/Soybean Seeds/Spotted/167.jpg']","['Broken', 'Immature', 'Spotted', 'Intact', 'Broken', 'Spotted', 'Spotted', 'Spotted']",Skin-damaged,"['data/Soybean Seeds/Skin-damaged/8.jpg', 'data/Soybean Seeds/Skin-damaged/315.jpg', 'data/Soybean Seeds/Intact/192.jpg', 'data/Soybean Seeds/Immature/10.jpg']","['Skin-damaged', 'Skin-damaged', 'Intact', 'Immature']",Intact,"['data/Soybean Seeds/Spotted/764.jpg', 'data/Soybean Seeds/Broken/136.jpg']","['Spotted', 'Broken']",Broken,['data/Soybean Seeds/Broken/958.jpg'],['Broken'],Immature,[],[]
28,data/Soybean Seeds/Broken/206.jpg,Broken,Intact,"['data/Soybean Seeds/Intact/8.jpg', 'data/Soybean Seeds/Intact/242.jpg', 'data/Soybean Seeds/Immature/102.jpg', 'data/Soybean Seeds/Immature/8.jpg', 'data/Soybean Seeds/Skin-damaged/149.jpg', 'data/Soybean Seeds/Intact/407.jpg', 'data/Soybean Seeds/Skin-damaged/1102.jpg', 'data/Soybean Seeds/Intact/48.jpg']","['Intact', 'Intact', 'Immature', 'Immature', 'Skin-damaged', 'Intact', 'Skin-damaged', 'Intact']",Immature,"['data/Soybean Seeds/Immature/149.jpg', 'data/Soybean Seeds/Immature/1065.jpg', 'data/Soybean Seeds/Immature/414.jpg', 'data/Soybean Seeds/Immature/554.jpg']","['Immature', 'Immature', 'Immature', 'Immature']",,"['data/Soybean Seeds/Immature/8.jpg', 'data/Soybean Seeds/Intact/465.jpg']","['Immature', 'Intact']",Intact,['data/Soybean Seeds/Immature/441.jpg'],['Immature'],Intact,[],[]
29,data/Soybean Seeds/Skin-damaged/196.jpg,Skin-damaged,Skin-damaged,"['data/Soybean Seeds/Skin-damaged/343.jpg', 'data/Soybean Seeds/Spotted/922.jpg', 'data/Soybean Seeds/Spotted/586.jpg', 'data/Soybean Seeds/Intact/699.jpg', 'data/Soybean Seeds/Immature/741.jpg', 'data/Soybean Seeds/Spotted/167.jpg', 'data/Soybean Seeds/Skin-damaged/32.jpg', 'data/Soybean Seeds/Immature/594.jpg']","['Skin-damaged', 'Spotted', 'Spotted', 'Intact', 'Immature', 'Spotted', 'Skin-damaged', 'Immature']",Skin-damaged,"['data/Soybean Seeds/Skin-damaged/670.jpg', 'data/Soybean Seeds/Broken/738.jpg', 'data/Soybean Seeds/Broken/181.jpg', 'data/Soybean Seeds/Immature/414.jpg']","['Skin-damaged', 'Broken', 'Broken', 'Immature']",Spotted,"['data/Soybean Seeds/Spotted/528.jpg', 'data/Soybean Seeds/Immature/441.jpg']","['Spotted', 'Immature']",Spotted,['data/Soybean Seeds/Broken/544.jpg'],['Broken'],Immature,[],[]
30,data/Soybean Seeds/Broken/203.jpg,Broken,Intact,"['data/Soybean Seeds/Broken/958.jpg', 'data/Soybean Seeds/Broken/84.jpg', 'data/Soybean Seeds/Intact/688.jpg', 'data/Soybean Seeds/Intact/1125.jpg', 'data/Soybean Seeds/Spotted/922.jpg', 'data/Soybean Seeds/Immature/1094.jpg', 'data/Soybean Seeds/Intact/8.jpg', 'data/Soybean Seeds/Skin-damaged/999.jpg']","['Broken', 'Broken', 'Intact', 'Intact', 'Spotted', 'Immature', 'Intact', 'Skin-damaged']",Immature,"['data/Soybean Seeds/Immature/875.jpg', 'data/Soybean Seeds/Immature/554.jpg', 'data/Soybean Seeds/Spotted/528.jpg', 'data/Soybean Seeds/Immature/8.jpg']","['Immature', 'Immature', 'Spotted', 'Immature']",Intact,"['data/Soybean Seeds/Broken/866.jpg', 'data/Soybean Seeds/Skin-damaged/414.jpg']","['Broken', 'Skin-damaged']",Skin-damaged,['data/Soybean Seeds/Skin-damaged/973.jpg'],['Skin-damaged'],Intact,[],[]
31,data/Soybean Seeds/Intact/382.jpg,Intact,Intact,"['data/Soybean Seeds/Intact/1125.jpg', 'data/Soybean Seeds/Skin-damaged/926.jpg', 'data/Soybean Seeds/Spotted/706.jpg', 'data/Soybean Seeds/Broken/960.jpg', 'data/Soybean Seeds/Intact/1008.jpg', 'data/Soybean Seeds/Broken/138.jpg', 'data/Soybean Seeds/Immature/1084.jpg', 'data/Soybean Seeds/Skin-damaged/414.jpg']","['Intact', 'Skin-damaged', 'Spotted', 'Broken', 'Intact', 'Broken', 'Immature', 'Skin-damaged']",Immature,"['data/Soybean Seeds/Immature/741.jpg', 'data/Soybean Seeds/Immature/1094.jpg', 'data/Soybean Seeds/Immature/875.jpg', 'data/Soybean Seeds/Skin-damaged/1090.jpg']","['Immature', 'Immature', 'Immature', 'Skin-damaged']",Skin-damaged,"['data/Soybean Seeds/Broken/181.jpg', 'data/Soybean Seeds/Broken/949.jpg']","['Broken', 'Broken']",Skin-damaged,['data/Soybean Seeds/Skin-damaged/8.jpg'],['Skin-damaged'],Intact,[],[]
32,data/Soybean Seeds/Spotted/167.jpg,Spotted,Intact,"['data/Soybean Seeds/Spotted/1036.jpg', 'data/Soybean Seeds/Skin-damaged/670.jpg', 'data/Soybean Seeds/Spotted/922.jpg', 'data/Soybean Seeds/Immature/10.jpg', 'data/Soybean Seeds/Skin-damaged/1102.jpg', 'data/Soybean Seeds/Intact/836.jpg', 'data/Soybean Seeds/Broken/181.jpg', 'data/Soybean Seeds/Immature/701.jpg']","['Spotted', 'Skin-damaged', 'Spotted', 'Immature', 'Skin-damaged', 'Intact', 'Broken', 'Immature']",Immature,"['data/Soybean Seeds/Broken/136.jpg', 'data/Soybean Seeds/Broken/333.jpg', 'data/Soybean Seeds/Intact/698.jpg', 'data/Soybean Seeds/Broken/960.jpg']","['Broken', 'Broken', 'Intact', 'Broken']",Spotted,"['data/Soybean Seeds/Spotted/528.jpg', 'data/Soybean Seeds/Skin-damaged/514.jpg']","['Spotted', 'Skin-damaged']",Intact,['data/Soybean Seeds/Intact/382.jpg'],['Intact'],Immature,[],[]
33,data/Soybean Seeds/Immature/621.jpg,Immature,Immature,"['data/Soybean Seeds/Immature/1065.jpg', 'data/Soybean Seeds/Broken/939.jpg', 'data/Soybean Seeds/Spotted/157.jpg', 'data/Soybean Seeds/Spotted/586.jpg', 'data/Soybean Seeds/Broken/331.jpg', 'data/Soybean Seeds/Intact/1125.jpg', 'data/Soybean Seeds/Skin-damaged/670.jpg', 'data/Soybean Seeds/Broken/554.jpg']","['Immature', 'Broken', 'Spotted', 'Spotted', 'Broken', 'Intact', 'Skin-damaged', 'Broken']",Intact,"['data/Soybean Seeds/Intact/192.jpg', 'data/Soybean Seeds/Immature/741.jpg', 'data/Soybean Seeds/Intact/836.jpg', 'data/Soybean Seeds/Spotted/399.jpg']","['Intact', 'Immature', 'Intact', 'Spotted']",Skin-damaged,"['data/Soybean Seeds/Skin-damaged/1090.jpg', 'data/Soybean Seeds/Skin-damaged/861.jpg']","['Skin-damaged', 'Skin-damaged']",Intact,['data/Soybean Seeds/Intact/1125.jpg'],['Intact'],Immature,[],[]
34,data/Soybean Seeds/Spotted/974.jpg,Spotted,Immature,"['data/Soybean Seeds/Immature/701.jpg', 'data/Soybean Seeds/Broken/848.jpg', 'data/Soybean Seeds/Broken/960.jpg', 'data/Soybean Seeds/Skin-damaged/1102.jpg', 'data/Soybean Seeds/Broken/206.jpg', 'data/Soybean Seeds/Broken/331.jpg', 'data/Soybean Seeds/Broken/203.jpg', 'data/Soybean Seeds/Skin-damaged/861.jpg']","['Immature', 'Broken', 'Broken', 'Skin-damaged', 'Broken', 'Broken', 'Broken', 'Skin-damaged']",Spotted,"['data/Soybean Seeds/Spotted/764.jpg', 'data/Soybean Seeds/Spotted/399.jpg', 'data/Soybean Seeds/Immature/1124.jpg', 'data/Soybean Seeds/Skin-damaged/268.jpg']","['Spotted', 'Spotted', 'Immature', 'Skin-damaged']",Skin-damaged,"['data/Soybean Seeds/Immature/40.jpg', 'data/Soybean Seeds/Immature/1084.jpg']","['Immature', 'Immature']",Immature,['data/Soybean Seeds/Immature/414.jpg'],['Immature'],Broken,[],[]
35,data/Soybean Seeds/Broken/939.jpg,Broken,Skin-damaged,"['data/Soybean Seeds/Skin-damaged/105.jpg', 'data/Soybean Seeds/Spotted/532.jpg', 'data/Soybean Seeds/Skin-damaged/695.jpg', 'data/Soybean Seeds/Intact/8.jpg', 'data/Soybean Seeds/Immature/8.jpg', 'data/Soybean Seeds/Immature/741.jpg', 'data/Soybean Seeds/Skin-damaged/1102.jpg', 'data/Soybean Seeds/Skin-damaged/861.jpg']","['Skin-damaged', 'Spotted', 'Skin-damaged', 'Intact', 'Immature', 'Immature', 'Skin-damaged', 'Skin-damaged']",Spotted,"['data/Soybean Seeds/Spotted/887.jpg', 'data/Soybean Seeds/Broken/84.jpg', 'data/Soybean Seeds/Immature/441.jpg', 'data/Soybean Seeds/Spotted/420.jpg']","['Spotted', 'Broken', 'Immature', 'Spotted']",Broken,"['data/Soybean Seeds/Immature/102.jpg', 'data/Soybean Seeds/Spotted/876.jpg']","['Immature', 'Spotted']",Skin-damaged,['data/Soybean Seeds/Skin-damaged/105.jpg'],['Skin-damaged'],Skin-damaged,[],[]
36,data/Soybean Seeds/Skin-damaged/695.jpg,Skin-damaged,Skin-damaged,"['data/Soybean Seeds/Skin-damaged/568.jpg', 'data/Soybean Seeds/Intact/242.jpg', 'data/Soybean Seeds/Skin-damaged/1102.jpg', 'data/Soybean Seeds/Intact/192.jpg', 'data/Soybean Seeds/Skin-damaged/926.jpg', 'data/Soybean Seeds/Skin-damaged/196.jpg', 'data/Soybean Seeds/Immature/431.jpg', 'data/Soybean Seeds/Immature/1084.jpg']","['Skin-damaged', 'Intact', 'Skin-damaged', 'Intact', 'Skin-damaged', 'Skin-damaged', 'Immature', 'Immature']",Broken,"['data/Soybean Seeds/Intact/483.jpg', 'data/Soybean Seeds/Intact/1125.jpg', 'data/Soybean Seeds/Immature/102.jpg', 'data/Soybean Seeds/Immature/696.jpg']","['Intact', 'Intact', 'Immature', 'Immature']",Skin-damaged,"['data/Soybean Seeds/Spotted/1036.jpg', 'data/Soybean Seeds/Intact/836.jpg']","['Spotted', 'Intact']",Skin-damaged,['data/Soybean Seeds/Spotted/887.jpg'],['Spotted'],Skin-damaged,[],[]
37,data/Soybean Seeds/Skin-damaged/861.jpg,Skin-damaged,Skin-damaged,"['data/Soybean Seeds/Spotted/493.jpg', 'data/Soybean Seeds/Intact/403.jpg', 'data/Soybean Seeds/Immature/1084.jpg', 'data/Soybean Seeds/Spotted/974.jpg', 'data/Soybean Seeds/Skin-damaged/343.jpg', 'data/Soybean Seeds/Skin-damaged/414.jpg', 'data/Soybean Seeds/Immature/431.jpg', 'data/Soybean Seeds/Spotted/157.jpg']","['Spotted', 'Intact', 'Immature', 'Spotted', 'Skin-damaged', 'Skin-damaged', 'Immature', 'Spotted']",Immature,"['data/Soybean Seeds/Immature/701.jpg', 'data/Soybean Seeds/Intact/698.jpg', 'data/Soybean Seeds/Immature/102.jpg', 'data/Soybean Seeds/Spotted/167.jpg']","['Immature', 'Intact', 'Immature', 'Spotted']",Skin-damaged,"['data/Soybean Seeds/Skin-damaged/343.jpg', 'data/Soybean Seeds/Spotted/1036.jpg']","['Skin-damaged', 'Spotted']",,['data/Soybean Seeds/Spotted/528.jpg'],['Spotted'],Immature,[],[]
38,data/Soybean Seeds/Immature/1124.jpg,Immature,Broken,"['data/Soybean Seeds/Skin-damaged/268.jpg', 'data/Soybean Seeds/Spotted/157.jpg', 'data/Soybean Seeds/Immature/1065.jpg', 'data/Soybean Seeds/Broken/138.jpg', 'data/Soybean Seeds/Skin-damaged/196.jpg', 'data/Soybean Seeds/Broken/949.jpg', 'data/Soybean Seeds/Spotted/112.jpg', 'data/Soybean Seeds/Intact/828.jpg']","['Skin-damaged', 'Spotted', 'Immature', 'Broken', 'Skin-damaged', 'Broken', 'Spotted', 'Intact']",Intact,"['data/Soybean Seeds/Intact/1125.jpg', 'data/Soybean Seeds/Intact/1008.jpg', 'data/Soybean Seeds/Skin-damaged/32.jpg', 'data/Soybean Seeds/Skin-damaged/514.jpg']","['Intact', 'Intact', 'Skin-damaged', 'Skin-damaged']",Spotted,"['data/Soybean Seeds/Skin-damaged/1102.jpg', 'data/Soybean Seeds/Skin-damaged/32.jpg']","['Skin-damaged', 'Skin-damaged']",Intact,['data/Soybean Seeds/Intact/698.jpg'],['Intact'],Skin-damaged,[],[]
39,data/Soybean Seeds/Broken/464.jpg,Broken,Intact,"['data/Soybean Seeds/Intact/483.jpg', 'data/Soybean Seeds/Broken/136.jpg', 'data/Soybean Seeds/Skin-damaged/8.jpg', 'data/Soybean Seeds/Spotted/167.jpg', 'data/Soybean Seeds/Skin-damaged/926.jpg', 'data/Soybean Seeds/Broken/138.jpg', 'data/Soybean Seeds/Immature/1124.jpg', 'data/Soybean Seeds/Spotted/586.jpg']","['Intact', 'Broken', 'Skin-damaged', 'Spotted', 'Skin-damaged', 'Broken', 'Immature', 'Spotted']",Skin-damaged,"['data/Soybean Seeds/Broken/960.jpg', 'data/Soybean Seeds/Broken/958.jpg', 'data/Soybean Seeds/Skin-damaged/149.jpg', 'data/Soybean Seeds/Spotted/167.jpg']","['Broken', 'Broken', 'Skin-damaged', 'Spotted']",Broken,"['data/Soybean Seeds/Broken/786.jpg', 'data/Soybean Seeds/Intact/495.jpg']","['Broken', 'Intact']",Skin-damaged,['data/Soybean Seeds/Spotted/262.jpg'],['Spotted'],Skin-damaged,[],[]
40,data/Soybean Seeds/Intact/242.jpg,Intact,Skin-damaged,"['data/Soybean Seeds/Spotted/532.jpg', 'data/Soybean Seeds/Skin-damaged/315.jpg', 'data/Soybean Seeds/Intact/699.jpg', 'data/Soybean Seeds/Broken/939.jpg', 'data/Soybean Seeds/Skin-damaged/514.jpg', 'data/Soybean Seeds/Spotted/974.jpg', 'data/Soybean Seeds/Skin-damaged/695.jpg', 'data/Soybean Seeds/Intact/8.jpg']","['Spotted', 'Skin-damaged', 'Intact', 'Broken', 'Skin-damaged', 'Spotted', 'Skin-damaged', 'Intact']",Intact,"['data/Soybean Seeds/Skin-damaged/149.jpg', 'data/Soybean Seeds/Intact/48.jpg', 'data/Soybean Seeds/Skin-damaged/670.jpg', 'data/Soybean Seeds/Skin-damaged/514.jpg']","['Skin-damaged', 'Intact', 'Skin-damaged', 'Skin-damaged']",Skin-damaged,"['data/Soybean Seeds/Spotted/532.jpg', 'data/Soybean Seeds/Skin-damaged/1102.jpg']","['Spotted', 'Skin-damaged']",Immature,['data/Soybean Seeds/Intact/48.jpg'],['Intact'],Immature,[],[]
41,data/Soybean Seeds/Immature/149.jpg,Immature,Immature,"['data/Soybean Seeds/Intact/495.jpg', 'data/Soybean Seeds/Immature/1124.jpg', 'data/Soybean Seeds/Immature/40.jpg', 'data/Soybean Seeds/Skin-damaged/973.jpg', 'data/Soybean Seeds/Spotted/974.jpg', 'data/Soybean Seeds/Broken/333.jpg', 'data/Soybean Seeds/Immature/10.jpg', 'data/Soybean Seeds/Intact/699.jpg']","['Intact', 'Immature', 'Immature', 'Skin-damaged', 'Spotted', 'Broken', 'Immature', 'Intact']",Immature,"['data/Soybean Seeds/Immature/40.jpg', 'data/Soybean Seeds/Immature/594.jpg', 'data/Soybean Seeds/Skin-damaged/999.jpg', 'data/Soybean Seeds/Intact/1008.jpg']","['Immature', 'Immature', 'Skin-damaged', 'Intact']",Skin-damaged,"['data/Soybean Seeds/Immature/431.jpg', 'data/Soybean Seeds/Spotted/764.jpg']","['Immature', 'Spotted']",Skin-damaged,['data/Soybean Seeds/Spotted/706.jpg'],['Spotted'],Skin-damaged,[],[]
42,data/Soybean Seeds/Broken/848.jpg,Broken,Immature,"['data/Soybean Seeds/Intact/828.jpg', 'data/Soybean Seeds/Immature/414.jpg', 'data/Soybean Seeds/Immature/696.jpg', 'data/Soybean Seeds/Immature/621.jpg', 'data/Soybean Seeds/Skin-damaged/149.jpg', 'data/Soybean Seeds/Immature/40.jpg', 'data/Soybean Seeds/Intact/567.jpg', 'data/Soybean Seeds/Broken/333.jpg']","['Intact', 'Immature', 'Immature', 'Immature', 'Skin-damaged', 'Immature', 'Intact', 'Broken']",,"['data/Soybean Seeds/Skin-damaged/999.jpg', 'data/Soybean Seeds/Intact/688.jpg', 'data/Soybean Seeds/Intact/828.jpg', 'data/Soybean Seeds/Broken/203.jpg']","['Skin-damaged', 'Intact', 'Intact', 'Broken']",Immature,"['data/Soybean Seeds/Spotted/493.jpg', 'data/Soybean Seeds/Spotted/420.jpg']","['Spotted', 'Spotted']",Broken,['data/Soybean Seeds/Broken/203.jpg'],['Broken'],Broken,[],[]
43,data/Soybean Seeds/Spotted/399.jpg,Spotted,Broken,"['data/Soybean Seeds/Broken/876.jpg', 'data/Soybean Seeds/Broken/464.jpg', 'data/Soybean Seeds/Broken/949.jpg', 'data/Soybean Seeds/Skin-damaged/568.jpg', 'data/Soybean Seeds/Spotted/167.jpg', 'data/Soybean Seeds/Intact/192.jpg', 'data/Soybean Seeds/Skin-damaged/973.jpg', 'data/Soybean Seeds/Intact/465.jpg']","['Broken', 'Broken', 'Broken', 'Skin-damaged', 'Spotted', 'Intact', 'Skin-damaged', 'Intact']",Skin-damaged,"['data/Soybean Seeds/Skin-damaged/695.jpg', 'data/Soybean Seeds/Skin-damaged/670.jpg', 'data/Soybean Seeds/Skin-damaged/147.jpg', 'data/Soybean Seeds/Skin-damaged/315.jpg']","['Skin-damaged', 'Skin-damaged', 'Skin-damaged', 'Skin-damaged']",Intact,"['data/Soybean Seeds/Immature/414.jpg', 'data/Soybean Seeds/Spotted/586.jpg']","['Immature', 'Spotted']",Intact,['data/Soybean Seeds/Intact/403.jpg'],['Intact'],Intact,[],[]
44,data/Soybean Seeds/Immature/1094.jpg,Immature,Intact,"['data/Soybean Seeds/Broken/138.jpg', 'data/Soybean Seeds/Spotted/876.jpg', 'data/Soybean Seeds/Intact/403.jpg', 'data/Soybean Seeds/Broken/939.jpg', 'data/Soybean Seeds/Broken/554.jpg', 'data/Soybean Seeds/Spotted/8.jpg', 'data/Soybean Seeds/Skin-damaged/105.jpg', 'data/Soybean Seeds/Spotted/493.jpg']","['Broken', 'Spotted', 'Intact', 'Broken', 'Broken', 'Spotted', 'Skin-damaged', 'Spotted']",Broken,"['data/Soybean Seeds/Spotted/922.jpg', 'data/Soybean Seeds/Broken/960.jpg', 'data/Soybean Seeds/Intact/972.jpg', 'data/Soybean Seeds/Spotted/876.jpg']","['Spotted', 'Broken', 'Intact', 'Spotted']",Intact,"['data/Soybean Seeds/Intact/242.jpg', 'data/Soybean Seeds/Skin-damaged/695.jpg']","['Intact', 'Skin-damaged']",Skin-damaged,['data/Soybean Seeds/Spotted/706.jpg'],['Spotted'],Spotted,[],[]
45,data/Soybean Seeds/Broken/738.jpg,Broken,Skin-damaged,"['data/Soybean Seeds/Broken/960.jpg', 'data/Soybean Seeds/Immature/1084.jpg', 'data/Soybean Seeds/Immature/40.jpg', 'data/Soybean Seeds/Skin-damaged/8.jpg', 'data/Soybean Seeds/Skin-damaged/973.jpg', 'data/Soybean Seeds/Spotted/157.jpg', 'data/Soybean Seeds/Broken/84.jpg', 'data/Soybean Seeds/Skin-damaged/149.jpg']","['Broken', 'Immature', 'Immature', 'Skin-damaged', 'Skin-damaged', 'Spotted', 'Broken', 'Skin-damaged']",Immature,"['data/Soybean Seeds/Skin-damaged/149.jpg', 'data/Soybean Seeds/Skin-damaged/105.jpg', 'data/Soybean Seeds/Broken/136.jpg', 'data/Soybean Seeds/Intact/407.jpg']","['Skin-damaged', 'Skin-damaged', 'Broken', 'Intact']",Skin-damaged,"['data/Soybean Seeds/Spotted/420.jpg', 'data/Soybean Seeds/Broken/939.jpg']","['Spotted', 'Broken']",Skin-damaged,['data/Soybean Seeds/Skin-damaged/196.jpg'],['Skin-damaged'],Immature,[],[]
46,data/Soybean Seeds/Spotted/706.jpg,Spotted,Skin-damaged,"['data/Soybean Seeds/Immature/40.jpg', 'data/Soybean Seeds/Intact/483.jpg', 'data/Soybean Seeds/Spotted/420.jpg', 'data/Soybean Seeds/Spotted/1036.jpg', 'data/Soybean Seeds/Spotted/894.jpg', 'data/Soybean Seeds/Immature/621.jpg', 'data/Soybean Seeds/Spotted/876.jpg', 'data/Soybean Seeds/Intact/192.jpg']","['Immature', 'Intact', 'Spotted', 'Spotted', 'Spotted', 'Immature', 'Spotted', 'Intact']",,"['data/Soybean Seeds/Intact/699.jpg', 'data/Soybean Seeds/Immature/1124.jpg', 'data/Soybean Seeds/Spotted/493.jpg', 'data/Soybean Seeds/Spotted/887.jpg']","['Intact', 'Immature', 'Spotted', 'Spotted']",Intact,"['data/Soybean Seeds/Spotted/167.jpg', 'data/Soybean Seeds/Broken/554.jpg']","['Spotted', 'Broken']",Skin-damaged,['data/Soybean Seeds/Spotted/586.jpg'],['Spotted'],Broken,[],[]
47,data/Soybean Seeds/Immature/875.jpg,Immature,Intact,"['data/Soybean Seeds/Immature/696.jpg', 'data/Soybean Seeds/Immature/741.jpg', 'data/Soybean Seeds/Spotted/894.jpg', 'data/Soybean Seeds/Spotted/185.jpg', 'data/Soybean Seeds/Spotted/8.jpg', 'data/Soybean Seeds/Skin-damaged/1102.jpg', 'data/Soybean Seeds/Intact/192.jpg', 'data/Soybean Seeds/Skin-damaged/32.jpg']","['Immature', 'Immature', 'Spotted', 'Spotted', 'Spotted', 'Skin-damaged', 'Intact', 'Skin-damaged']",Spotted,"['data/Soybean Seeds/Spotted/894.jpg', 'data/Soybean Seeds/Spotted/974.jpg', 'data/Soybean Seeds/Intact/1008.jpg', 'data/Soybean Seeds/Skin-damaged/973.jpg']","['Spotted', 'Spotted', 'Intact', 'Skin-damaged']",Broken,"['data/Soybean Seeds/Broken/84.jpg', 'data/Soybean Seeds/Intact/836.jpg']","['Broken', 'Intact']",Skin-damaged,['data/Soybean Seeds/Skin-damaged/861.jpg'],['Skin-damaged'],Immature,[],[]
48,data/Soybean Seeds/Skin-damaged/32.jpg,Skin-damaged,Broken,"['data/Soybean Seeds/Immature/741.jpg', 'data/Soybean Seeds/Immature/1124.jpg', 'data/Soybean Seeds/Broken/331.jpg', 'data/Soybean Seeds/Intact/407.jpg', 'data/Soybean Seeds/Immature/10.jpg', 'data/Soybean Seeds/Spotted/185.jpg', 'data/Soybean Seeds/Intact/403.jpg', 'data/Soybean Seeds/Spotted/532.jpg']","['Immature', 'Immature', 'Broken', 'Intact', 'Immature', 'Spotted', 'Intact', 'Spotted']",Immature,"['data/Soybean Seeds/Immature/10.jpg', 'data/Soybean Seeds/Immature/696.jpg', 'data/Soybean Seeds/Spotted/185.jpg', 'data/Soybean Seeds/Spotted/528.jpg']","['Immature', 'Immature', 'Spotted', 'Spotted']",Broken,"['data/Soybean Seeds/Immature/1065.jpg', 'data/Soybean Seeds/Spotted/112.jpg']","['Immature', 'Spotted']",Skin-damaged,['data/Soybean Seeds/Intact/1125.jpg'],['Intact'],Broken,[],[]
49,data/Soybean Seeds/Broken/544.jpg,Broken,Broken,"['data/Soybean Seeds/Broken/848.jpg', 'data/Soybean Seeds/Immature/594.jpg', 'data/Soybean Seeds/Immature/621.jpg', 'data/Soybean Seeds/Spotted/764.jpg', 'data/Soybean Seeds/Spotted/493.jpg', 'data/Soybean Seeds/Skin-damaged/568.jpg', 'data/Soybean Seeds/Spotted/887.jpg', 'data/Soybean Seeds/Broken/464.jpg']","['Broken', 'Immature', 'Immature', 'Spotted', 'Spotted', 'Skin-damaged', 'Spotted', 'Broken']",,"['data/Soybean Seeds/Broken/848.jpg', 'data/Soybean Seeds/Immature/1084.jpg', 'data/Soybean Seeds/Broken/333.jpg', 'data/Soybean Seeds/Broken/960.jpg']","['Broken', 'Immature', 'Broken', 'Broken']",Intact,"['data/Soybean Seeds/Spotted/185.jpg', 'data/Soybean Seeds/Immature/19.jpg']","['Spotted', 'Immature']",Skin-damaged,['data/Soybean Seeds/Immature/1065.jpg'],['Immature'],,[],[]
50,data/Soybean Seeds/Immature/554.jpg,Immature,Skin-damaged,"['data/Soybean Seeds/Spotted/876.jpg', 'data/Soybean Seeds/Broken/203.jpg', 'data/Soybean Seeds/Skin-damaged/1102.jpg', 'data/Soybean Seeds/Broken/958.jpg', 'data/Soybean Seeds/Immature/701.jpg', 'data/Soybean Seeds/Spotted/887.jpg', 'data/Soybean Seeds/Skin-damaged/105.jpg', 'data/Soybean Seeds/Broken/866.jpg']","['Spotted', 'Broken', 'Skin-damaged', 'Broken', 'Immature', 'Spotted', 'Skin-damaged', 'Broken']",Broken,"['data/Soybean Seeds/Spotted/1036.jpg', 'data/Soybean Seeds/Broken/206.jpg', 'data/Soybean Seeds/Spotted/493.jpg', 'data/Soybean Seeds/Immature/1124.jpg']","['Spotted', 'Broken', 'Spotted', 'Immature']",Skin-damaged,"['data/Soybean Seeds/Spotted/112.jpg', 'data/Soybean Seeds/Immature/441.jpg']","['Spotted', 'Immature']",Immature,['data/Soybean Seeds/Intact/698.jpg'],['Intact'],Skin-damaged,[],[]
