,0,1,hierarchy,Embedding Example Paths kingdom 1,Embedding Example Categories kingdom 1,Random Example Paths kingdom 1,Random Example Categories kingdom 1,Embedding Example Paths phylum 1,Embedding Example Categories phylum 1,Random Example Paths phylum 1,Random Example Categories phylum 1,Embedding Example Paths class 1,Embedding Example Categories class 1,Random Example Paths class 1,Random Example Categories class 1,Embedding kingdom 1,Random Example Paths order 1,Random Example Categories order 1,Embedding Example Paths order 1,Embedding Example Categories order 1,Embedding Example Paths family 1,Embedding Example Categories family 1,Random Example Paths family 1,Random Example Categories family 1,Embedding phylum 1,Random kingdom 1,Random phylum 1,Random Example Paths genus 1,Random Example Categories genus 1,Embedding Example Paths genus 1,Embedding Example Categories genus 1,Random Example Paths species 1,Random Example Categories species 1,Embedding Example Paths species 1,Embedding Example Categories species 1,Embedding class 1,Embedding order 1,Embedding family 1,Embedding genus 1,Embedding species 1,Random class 1,Random order 1,Random family 1,Random genus 1,Random species 1
22,./biotrove-data/images/281201817.jpg,Aeromachus dubius,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Hesperiidae', 'genus': 'Aeromachus', 'species': 'dubius'}",['./biotrove-data/images/281201817.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/281201817.jpg'],['Arthropoda'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/281201817.jpg'],['Insecta'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/281201817.jpg'],['Lepidoptera'],['./biotrove-data/images/281201817.jpg'],['Hesperiidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Arthropoda,Animalia,Arthropoda,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/281201817.jpg'],['Aeromachus'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/281201817.jpg'],['dubius'],Insecta,Lepidoptera,Hesperiidae,Aeromachus,dubius,Insecta,Lepidoptera,Hesperiidae,Aeromachus,delius
23,./biotrove-data/images/5937992.jpg,Balanophora involucrata,"{'kingdom': 'Plantae', 'phylum': 'Tracheophyta', 'class': 'Magnoliopsida', 'order': 'Santalales', 'family': 'Balanophoraceae', 'genus': 'Balanophora', 'species': 'involucrata'}",['./biotrove-data/images/5937992.jpg'],['Plantae'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/5937992.jpg'],['Tracheophyta'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/113911222.jpg'],['Anthocerotopsida'],['./biotrove-data/images/95242224.jpg'],['Aves'],Plantae,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/113911222.jpg'],['Anthocerotales'],['./biotrove-data/images/113911222.jpg'],['Anthocerotaceae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Anthocerotophyta,Plantae,Tracheophyta,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/113911222.jpg'],['Anthoceros'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/113911222.jpg'],['punctatus'],Anthocerotopsida,Anthocerotales,Anthocerotaceae,Anthoceros,mendax,Magnoliopsida,Caryophyllales,Balanophoraceae,Balanophora,masukuensis
24,./biotrove-data/images/169522539.jpg,Bambusa tuldoides,"{'kingdom': 'Plantae', 'phylum': 'Tracheophyta', 'class': 'Liliopsida', 'order': 'Poales', 'family': 'Poaceae', 'genus': 'Bambusa', 'species': 'tuldoides'}",['./biotrove-data/images/169522539.jpg'],['Plantae'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/169522539.jpg'],['Tracheophyta'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/169522539.jpg'],['Liliopsida'],['./biotrove-data/images/95242224.jpg'],['Aves'],Plantae,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/169522539.jpg'],['Poales'],['./biotrove-data/images/169522539.jpg'],['Poaceae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Tracheophyta,Plantae,Tracheophyta,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/169522539.jpg'],['Bambusa'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/169522539.jpg'],['tuldoides'],Liliopsida,Poales,Poaceae,Bambusa,tuldoides,Liliopsida,Poales,Poaceae,Bambusa,NA
25,./biotrove-data/images/242198687.jpg,Botrychium yaaxudakeit,"{'kingdom': 'Plantae', 'phylum': 'Tracheophyta', 'class': 'Polypodiopsida', 'order': 'Ophioglossales', 'family': 'Ophioglossaceae', 'genus': 'Botrychium', 'species': 'yaaxudakeit'}",['./biotrove-data/images/242198687.jpg'],['Plantae'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/242198687.jpg'],['Tracheophyta'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/113911222.jpg'],['Anthocerotopsida'],['./biotrove-data/images/95242224.jpg'],['Aves'],Plantae,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/113911222.jpg'],['Anthocerotales'],['./biotrove-data/images/113911222.jpg'],['Anthocerotaceae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Anthocerotophyta,Plantae,Anthocerotophyta,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/113911222.jpg'],['Anthoceros'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/113911222.jpg'],['punctatus'],Anthocerotopsida,Anthocerotales,Anthocerotaceae,Anthoceros,punctatus,Anthocerotopsida,Anthocerotales,Anthocerotaceae,Anthoceros,notata
26,./biotrove-data/images/129889666.jpg,Astala confederata,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Psychidae', 'genus': 'Astala', 'species': 'confederata'}",['./biotrove-data/images/129889666.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/129889666.jpg'],['Arthropoda'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/129889666.jpg'],['Insecta'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/129889666.jpg'],['Lepidoptera'],['./biotrove-data/images/18755360.jpg'],['Syrphidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Arthropoda,Animalia,Arthropoda,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/18755360.jpg'],['Brachyopa'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/18755360.jpg'],['notata'],Insecta,Diptera,Syrphidae,Brachyopa,punctatus,Insecta,Diptera,Syrphidae,Brachyopa,punctatus
27,./biotrove-data/images/155164389.jpg,Bombus mendax,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Hymenoptera', 'family': 'Apidae', 'genus': 'Bombus', 'species': 'mendax'}",['./biotrove-data/images/155164389.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/155164389.jpg'],['Arthropoda'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/155164389.jpg'],['Insecta'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/155164389.jpg'],['Hymenoptera'],['./biotrove-data/images/155164389.jpg'],['Apidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Arthropoda,Animalia,Arthropoda,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/155164389.jpg'],['Bombus'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/155164389.jpg'],['mendax'],Insecta,Hymenoptera,Apidae,Bombus,mendax,Insecta,Hymenoptera,Apidae,Bombus,compacta
28,./biotrove-data/images/314912109.jpg,Amphibolia succulenta,"{'kingdom': 'Plantae', 'phylum': 'Tracheophyta', 'class': 'Magnoliopsida', 'order': 'Caryophyllales', 'family': 'Aizoaceae', 'genus': 'Amphibolia', 'species': 'succulenta'}",['./biotrove-data/images/314912109.jpg'],['Plantae'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/314912109.jpg'],['Tracheophyta'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/314912109.jpg'],['Magnoliopsida'],['./biotrove-data/images/95242224.jpg'],['Aves'],Plantae,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/314912109.jpg'],['Caryophyllales'],['./biotrove-data/images/314912109.jpg'],['Aizoaceae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Tracheophyta,Plantae,Tracheophyta,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/314912109.jpg'],['Amphibolia'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],[],[],Magnoliopsida,Caryophyllales,Aizoaceae,Aloe,compacta,Magnoliopsida,Caryophyllales,Aizoaceae,Aloe,compacta
29,./biotrove-data/images/263607180.jpg,Agathis macrophylla,"{'kingdom': 'Plantae', 'phylum': 'Tracheophyta', 'class': 'Pinopsida', 'order': 'Pinales', 'family': 'Araucariaceae', 'genus': 'Agathis', 'species': 'macrophylla'}",['./biotrove-data/images/263607180.jpg'],['Plantae'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/263607180.jpg'],['Tracheophyta'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/263607180.jpg'],['Pinopsida'],['./biotrove-data/images/95242224.jpg'],['Aves'],Plantae,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/263607180.jpg'],['Pinales'],['./biotrove-data/images/263607180.jpg'],['Araucariaceae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Tracheophyta,Plantae,Tracheophyta,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/134019735.jpg'],['Abies'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],[],[],Pinopsida,Pinales,Pinaceae,Agathis,macrophylla,Magnoliopsida,Myrtales,Lythraceae,Ammannia,macrophylla
30,./biotrove-data/images/13239012.jpg,Aerodramus sawtelli,"{'kingdom': 'Animalia', 'phylum': 'Chordata', 'class': 'Aves', 'order': 'Caprimulgiformes', 'family': 'Apodidae', 'genus': 'Aerodramus', 'species': 'sawtelli'}",['./biotrove-data/images/13239012.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/13239012.jpg'],['Chordata'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/13239012.jpg'],['Aves'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/13239012.jpg'],['Caprimulgiformes'],['./biotrove-data/images/13239012.jpg'],['Apodidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Chordata,Animalia,Chordata,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/413736.jpg'],['Antrostomus'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],[],[],Aves,Caprimulgiformes,Caprimulgidae,Aerodramus,barrii,Aves,Caprimulgiformes,Caprimulgidae,Antrostomus,hammondii
31,./biotrove-data/images/83466471.jpg,Acronicta cyanescens,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Noctuidae', 'genus': 'Acronicta', 'species': 'cyanescens'}",['./biotrove-data/images/83466471.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/83466471.jpg'],['Arthropoda'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/83466471.jpg'],['Insecta'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/83466471.jpg'],['Lepidoptera'],['./biotrove-data/images/83466471.jpg'],['Noctuidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Arthropoda,Animalia,Arthropoda,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/83466471.jpg'],['Acronicta'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/83466471.jpg'],['cyanescens'],Insecta,Lepidoptera,Noctuidae,Acronicta,cyanescens,Insecta,Lepidoptera,Noctuidae,Acronicta,punctatus
32,./biotrove-data/images/322839053.jpg,Antanartia delius,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Nymphalidae', 'genus': 'Antanartia', 'species': 'delius'}",['./biotrove-data/images/322839053.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/322839053.jpg'],['Arthropoda'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/322839053.jpg'],['Insecta'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/322839053.jpg'],['Lepidoptera'],['./biotrove-data/images/322839053.jpg'],['Nymphalidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Arthropoda,Animalia,Arthropoda,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/322839053.jpg'],['Antanartia'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/322839053.jpg'],['delius'],Insecta,Lepidoptera,Nymphalidae,Antanartia,delius,Insecta,Lepidoptera,Nymphalidae,Appias,maximus
33,./biotrove-data/images/239960194.jpg,Acacia hammondii,"{'kingdom': 'Plantae', 'phylum': 'Tracheophyta', 'class': 'Magnoliopsida', 'order': 'Fabales', 'family': 'Fabaceae', 'genus': 'Acacia', 'species': 'hammondii'}",['./biotrove-data/images/239960194.jpg'],['Plantae'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/239960194.jpg'],['Tracheophyta'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/239960194.jpg'],['Magnoliopsida'],['./biotrove-data/images/95242224.jpg'],['Aves'],Plantae,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/94135725.jpg'],['Pinales'],['./biotrove-data/images/94135725.jpg'],['Pinaceae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Tracheophyta,Plantae,Tracheophyta,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/263607180.jpg'],['Agathis'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/263607180.jpg'],['macrophylla'],Pinopsida,Pinales,Araucariaceae,Agathis,macrophylla,Pinopsida,Pinales,Pinaceae,Abies,hypogaea
34,./biotrove-data/images/26114768.jpg,Ammannia prieuriana,"{'kingdom': 'Plantae', 'phylum': 'Tracheophyta', 'class': 'Magnoliopsida', 'order': 'Myrtales', 'family': 'Lythraceae', 'genus': 'Ammannia', 'species': 'prieuriana'}",['./biotrove-data/images/26114768.jpg'],['Plantae'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/26114768.jpg'],['Tracheophyta'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/26114768.jpg'],['Magnoliopsida'],['./biotrove-data/images/95242224.jpg'],['Aves'],Plantae,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/43959030.jpg'],['Ophioglossales'],['./biotrove-data/images/43959030.jpg'],['Ophioglossaceae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Tracheophyta,Plantae,Tracheophyta,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/43959030.jpg'],['Botrychium'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/43959030.jpg'],['yaaxudakeit'],Polypodiopsida,Ophioglossales,Ophioglossaceae,Botrychium,burkittii,Magnoliopsida,Caryophyllales,Aizoaceae,Ammannia,masukuensis
35,./biotrove-data/images/43959030.jpg,Botrychium yaaxudakeit,"{'kingdom': 'Plantae', 'phylum': 'Tracheophyta', 'class': 'Polypodiopsida', 'order': 'Ophioglossales', 'family': 'Ophioglossaceae', 'genus': 'Botrychium', 'species': 'yaaxudakeit'}",['./biotrove-data/images/43959030.jpg'],['Plantae'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/43959030.jpg'],['Tracheophyta'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/43959030.jpg'],['Polypodiopsida'],['./biotrove-data/images/95242224.jpg'],['Aves'],Plantae,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/43959030.jpg'],['Ophioglossales'],['./biotrove-data/images/43959030.jpg'],['Ophioglossaceae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Tracheophyta,Plantae,Tracheophyta,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/43959030.jpg'],['Botrychium'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/43959030.jpg'],['yaaxudakeit'],Polypodiopsida,Ophioglossales,Ophioglossaceae,Botrychium,yaaxudakeit,Polypodiopsida,Ophioglossales,Ophioglossaceae,Botrychium,burkittii
36,./biotrove-data/images/251546640.jpg,Anarhynchus sanctaehelenae,"{'kingdom': 'Animalia', 'phylum': 'Chordata', 'class': 'Aves', 'order': 'Charadriiformes', 'family': 'Charadriidae', 'genus': 'Anarhynchus', 'species': 'sanctaehelenae'}",['./biotrove-data/images/251546640.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/251546640.jpg'],['Chordata'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/251546640.jpg'],['Aves'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/251546640.jpg'],['Charadriiformes'],['./biotrove-data/images/251546640.jpg'],['Charadriidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Chordata,Animalia,Chordata,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/251546640.jpg'],['Anarhynchus'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/251546640.jpg'],['sanctaehelenae'],Aves,Charadriiformes,Charadriidae,Anarhynchus,sanctaehelenae,Aves,Charadriiformes,Charadriidae,Anarhynchus,masukuensis
37,./biotrove-data/images/339788810.jpg,Aethopyga shelleyi,"{'kingdom': 'Animalia', 'phylum': 'Chordata', 'class': 'Aves', 'order': 'Passeriformes', 'family': 'Nectariniidae', 'genus': 'Aethopyga', 'species': 'shelleyi'}",['./biotrove-data/images/339788810.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/339788810.jpg'],['Chordata'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/339788810.jpg'],['Aves'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/339788810.jpg'],['Passeriformes'],['./biotrove-data/images/339788810.jpg'],['Nectariniidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Chordata,Animalia,Chordata,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/339788810.jpg'],['Aethopyga'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/339788810.jpg'],['shelleyi'],Aves,Passeriformes,Nectariniidae,Aethopyga,shelleyi,Aves,Passeriformes,Nectariniidae,Aethopyga,masukuensis
38,./biotrove-data/images/228330633.jpg,Acacia burkittii,"{'kingdom': 'Plantae', 'phylum': 'Tracheophyta', 'class': 'Magnoliopsida', 'order': 'Fabales', 'family': 'Fabaceae', 'genus': 'Acacia', 'species': 'burkittii'}",['./biotrove-data/images/228330633.jpg'],['Plantae'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/228330633.jpg'],['Tracheophyta'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/228330633.jpg'],['Magnoliopsida'],['./biotrove-data/images/95242224.jpg'],['Aves'],Plantae,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/228330633.jpg'],['Fabales'],['./biotrove-data/images/228330633.jpg'],['Fabaceae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Tracheophyta,Plantae,Tracheophyta,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/228330633.jpg'],['Acacia'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/228330633.jpg'],['burkittii'],Magnoliopsida,Fabales,Fabaceae,Acacia,burkittii,Pinopsida,Pinales,Pinaceae,Acacia,compacta
39,./biotrove-data/images/165043665.jpg,Agathis macrophylla,"{'kingdom': 'Plantae', 'phylum': 'Tracheophyta', 'class': 'Pinopsida', 'order': 'Pinales', 'family': 'Araucariaceae', 'genus': 'Agathis', 'species': 'macrophylla'}",['./biotrove-data/images/165043665.jpg'],['Plantae'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/165043665.jpg'],['Tracheophyta'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/165043665.jpg'],['Pinopsida'],['./biotrove-data/images/95242224.jpg'],['Aves'],Plantae,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/165043665.jpg'],['Pinales'],['./biotrove-data/images/165043665.jpg'],['Araucariaceae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Tracheophyta,Plantae,Tracheophyta,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/134019735.jpg'],['Abies'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],[],[],Pinopsida,Pinales,Pinaceae,Agathis,macrophylla,Magnoliopsida,Myrtales,Lythraceae,Ammannia,masukuensis
40,./biotrove-data/images/141944253.jpg,Bombus mendax,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Hymenoptera', 'family': 'Apidae', 'genus': 'Bombus', 'species': 'mendax'}",['./biotrove-data/images/141944253.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/141944253.jpg'],['Arthropoda'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/141944253.jpg'],['Insecta'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/141944253.jpg'],['Hymenoptera'],['./biotrove-data/images/141944253.jpg'],['Apidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Arthropoda,Animalia,Arthropoda,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/141944253.jpg'],['Bombus'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/141944253.jpg'],['mendax'],Insecta,Hymenoptera,Apidae,Bombus,mendax,Insecta,Hymenoptera,Apidae,Bombus,masukuensis
41,./biotrove-data/images/192795019.jpg,Appias galba,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Pieridae', 'genus': 'Appias', 'species': 'galba'}",['./biotrove-data/images/192795019.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/192795019.jpg'],['Arthropoda'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/192795019.jpg'],['Insecta'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/192795019.jpg'],['Lepidoptera'],['./biotrove-data/images/192795019.jpg'],['Pieridae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Arthropoda,Animalia,Arthropoda,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/192795019.jpg'],['Appias'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/192795019.jpg'],['galba'],Insecta,Lepidoptera,Pieridae,Appias,galba,Insecta,Lepidoptera,Pieridae,Appias,hypogaea
42,./biotrove-data/images/259457696.jpg,Appias galba,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Pieridae', 'genus': 'Appias', 'species': 'galba'}",['./biotrove-data/images/259457696.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/259457696.jpg'],['Arthropoda'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/259457696.jpg'],['Insecta'],,,Animalia,,,['./biotrove-data/images/259457696.jpg'],['Lepidoptera'],['./biotrove-data/images/259457696.jpg'],['Pieridae'],,,Arthropoda,Animalia,NA,,,['./biotrove-data/images/259457696.jpg'],['Appias'],,,['./biotrove-data/images/259457696.jpg'],['galba'],Insecta,Lepidoptera,Pieridae,Appias,galba,,,,,
43,./biotrove-data/images/13265812.jpg,Acronicta cyanescens,"{'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Lepidoptera', 'family': 'Noctuidae', 'genus': 'Acronicta', 'species': 'cyanescens'}",['./biotrove-data/images/13265812.jpg'],['Animalia'],['./biotrove-data/images/95242224.jpg'],['Animalia'],['./biotrove-data/images/13265812.jpg'],['Arthropoda'],['./biotrove-data/images/95242224.jpg'],['Chordata'],['./biotrove-data/images/13265812.jpg'],['Insecta'],['./biotrove-data/images/95242224.jpg'],['Aves'],Animalia,['./biotrove-data/images/95242224.jpg'],['Passeriformes'],['./biotrove-data/images/13265812.jpg'],['Lepidoptera'],['./biotrove-data/images/13265812.jpg'],['Noctuidae'],['./biotrove-data/images/95242224.jpg'],['Pycnonotidae'],Arthropoda,Animalia,Arthropoda,['./biotrove-data/images/95242224.jpg'],['Arizelocichla'],['./biotrove-data/images/13265812.jpg'],['Acronicta'],['./biotrove-data/images/95242224.jpg'],['masukuensis'],['./biotrove-data/images/13265812.jpg'],['cyanescens'],Insecta,Lepidoptera,Noctuidae,Acronicta,cyanescens,Insecta,Lepidoptera,Noctuidae,Acronicta,burkittii
